LFQ intensity IN_1,LFQ intensity IN_2,LFQ intensity IN_3,LFQ intensity IN_5,LFQ intensity IN_6,LFQ intensity PD_1,LFQ intensity PD_2,LFQ intensity PD_3,LFQ intensity PD_5,LFQ intensity PD_6
29828000,17859000,22815000,34782000,30699000,0,0,0,0,0
151410000,130200000,138320000,184600000,119820000,0,0,0,0,0
109900000,84089000,92997000,49267000,38502000,0,0,0,0,0
1359800000,1697900000,2336900000,1284900000,1719800000,1336400000,2530500000,2795400000,2318900000,1447600000
182750000,141940000,88710000,225440000,124030000,0,0,0,0,0
7011400000,7227200000,7320500000,7931600000,8947300000,4540700000,4655300000,3926700000,3134400000,4765500000
61789000,126540000,108910000,0,0,0,0,0,0,0
8168800000,1221500000,4664700000,7339300000,6353900000,298260000,256240000,271520000,338320000,273090000
0,0,0,0,0,215820000,175070000,282590000,96091000,240460000
0,0,2600400,0,0,0,0,0,0,0
448600000,425710000,594690000,473040000,395520000,0,0,0,0,0
427050000,326500000,360840000,409640000,288380000,55582000,44607000,57271000,43291000,13531000
29963000,21448000,17942000,22690000,15197000,0,0,0,0,0
109590000,209230000,229400000,173740000,212540000,85203000,70810000,89676000,60169000,113840000
47952000,83621000,36783000,60314000,32391000,0,0,0,0,0
481920000,488930000,301510000,471380000,325260000,0,0,0,0,0
22751000,14429000,11117000,25388000,9769300,0,0,0,0,0
29568000,13332000,14989000,13175000,15916000,0,0,0,0,0
803220000,867640000,901380000,587610000,596800000,0,0,0,86911000,0
3017600000,1706600000,7569400000,1741700000,2005000000,896980000,825880000,882680000,961730000,440010000
114600000,67432000,163100000,114530000,96405000,0,0,0,0,0
130650000,147210000,142720000,170660000,125180000,0,0,0,0,0
78008000,50848000,83745000,90568000,78981000,0,0,0,0,0
16486000,20649000,26443000,27380000,34438000,0,0,0,0,0
0,0,0,0,0,68334000,98036000,97182000,0,110990000
396670000,292830000,385540000,572730000,555450000,0,0,0,0,0
537380000,473610000,552780000,398240000,568270000,0,0,0,0,0
288400000,144440000,201680000,279700000,144700000,48144000,34378000,42223000,46944000,39395000
426130000,433120000,413990000,330550000,448230000,1064000000,806820000,965880000,296690000,506970000
1999600000,1565800000,1392300000,1593900000,842460000,787470000,597070000,1008200000,967510000,767790000
13312000,0,6502700,6077900,9004500,0,0,0,0,0
447660000,164330000,161310000,161640000,115780000,0,0,0,0,0
4883200000,4975100000,5389200000,5497500000,6957800000,8630200000,7311000000,8341700000,2965400000,13657000000
385050000,325960000,603740000,438670000,485130000,0,0,0,0,0
0,0,0,0,0,32467000,27091000,24751000,0,26759000
579420000,577290000,775660000,523940000,525470000,255210000,186320000,130800000,405550000,197240000
825460000,675340000,976840000,604940000,580470000,406470000,520230000,178700000,263290000,586360000
123780000,137370000,220210000,178600000,194430000,0,0,0,0,0
385300000,241540000,739840000,497850000,814630000,366200000,301320000,124170000,0,127360000
4662900000,3716600000,3576600000,3281300000,2719600000,75183000,21571000,51853000,845620000,79588000
301700000,256220000,289360000,377430000,300960000,0,0,0,0,0
49687000,30531000,38032000,36671000,42927000,0,0,0,0,0
291330000,343660000,337580000,648210000,445990000,0,0,0,0,0
11048000,9948300,11399000,25212000,15143000,0,0,0,0,0
2303900,0,2302000,0,0,0,0,0,0,0
251490000,265050000,193360000,236350000,294990000,0,0,0,0,0
34548000,86217000,66593000,101310000,97960000,0,0,0,0,0
0,0,0,0,0,128080000,135360000,90651000,76897000,152800000
78197000,90979000,74045000,76602000,69228000,0,0,0,0,0
1942200000,2669100000,2234500000,2188500000,2029200000,572530000,304660000,547220000,471770000,358970000
2532000000,2119200000,2624300000,3169100000,1589100000,1833300000,1096300000,1238900000,1108000000,2216100000
3247500000,1965100000,1873200000,2035800000,2525700000,516080000,898480000,957580000,1005300000,516060000
9974700,11766000,12515000,0,28590000,0,0,0,0,0
1718300000,1027200000,1693800000,371700000,1434300000,0,0,0,0,0
3323700000,2851900000,2971100000,3373400000,3688400000,5449900000,5204800000,4206500000,2539400000,3071000000
1715500000,1405300000,1393400000,1916600000,1301400000,734910000,476070000,601280000,972170000,881800000
12918000,12994000,14045000,0,16319000,0,0,0,0,0
98202000,140460000,53784000,90752000,89872000,0,0,0,0,0
197750000,164250000,163280000,179670000,100960000,0,0,0,0,0
99796000,91060000,102710000,102040000,91380000,0,0,0,0,0
1382500000,1156500000,1031300000,810460000,1088100000,0,0,0,0,0
1882200000,2055700000,1026300000,1339600000,1665000000,236620000,296580000,329740000,188060000,221270000
0,0,0,0,13416000,0,0,0,0,0
91821000,49424000,102990000,58416000,123410000,0,0,0,0,0
9210400000,5166900000,7661500000,10780000000,4361700000,811630000,666270000,583690000,698820000,452730000
6994300000,3744000000,6957600000,4481000000,5605400000,11062000000,6151100000,9759300000,8134800000,8203700000
1028600000,925770000,568270000,894470000,868240000,0,0,0,0,0
1363800000,859990000,1124800000,917170000,379580000,1056700000,968540000,893970000,1319100000,1018600000
8241600,29025000,13810000,38287000,31002000,0,0,0,0,0
0,0,0,0,0,139100000,135590000,173210000,146750000,97045000
21062000,22248000,20378000,0,13069000,0,0,0,0,0
0,0,0,0,0,0,5952800,0,0,0
0,0,0,0,0,38887000,39290000,52344000,0,50522000
141280000,84683000,102540000,102010000,147720000,3320900000,4532700000,4247800000,1184600000,2981600000
2855900000,4211000000,2716900000,3938000000,3041000000,0,0,0,0,0
610160000,488150000,383550000,621490000,530870000,0,0,0,0,0
122750000,130810000,172560000,134920000,158440000,128200000,107180000,118880000,0,144080000
135820000,153710000,119390000,154490000,138420000,0,0,0,0,0
59785000,42925000,50870000,43925000,37522000,0,0,0,0,0
3405100000,3668200000,4881700000,3135300000,4092700000,8078500000,9645100000,8348500000,5507700000,6355400000
1478800000,1684500000,1052600000,1388700000,1297300000,0,0,0,0,0
2722200000,3257600000,2891100000,3270300000,3850800000,265670000,190390000,306040000,303470000,212650000
5009700000,4249200000,3898300000,2930900000,2498800000,2108300000,2807200000,2001500000,2749500000,1907900000
151780000,157790000,144290000,152840000,145930000,0,0,0,0,0
421010000,446180000,384060000,581410000,631470000,0,0,0,0,0
425270000,396310000,327630000,348370000,462000000,0,0,0,0,0
333100000,243290000,363170000,427430000,355760000,0,0,0,0,0
968630000,756400000,1103700000,848440000,914000000,0,0,0,0,0
3164200000,3340300000,2579700000,2078500000,2485500000,618300000,414770000,381810000,385080000,376520000
1605200000,1209100000,1068600000,1269700000,1936400000,524470000,435940000,243460000,198670000,367300000
16223000000,16189000000,14006000000,11578000000,15602000000,3600300000,2506400000,3262800000,3907600000,3165900000
0,0,0,0,0,229640000,174290000,216130000,372120000,263050000
1930600000,517970000,1496000000,1366300000,1399600000,49022000,98514000,121010000,327920000,16590000
100520000,155010000,68964000,106410000,98858000,0,0,0,0,0
618800000,732880000,610910000,682120000,658390000,0,0,0,0,0
552890000,504720000,682850000,362060000,452840000,0,0,0,0,0
593360000,491900000,629570000,691370000,661960000,0,0,0,0,0
868690000,438000000,1139800000,1594300000,1360300000,264480000,288340000,279580000,375840000,311040000
4899100000,5378000000,6025300000,6684100000,6299400000,438880000,340020000,288230000,473020000,332940000
1204900000,911280000,655640000,467680000,1027900000,0,0,0,0,0
0,0,0,0,0,12152000,14546000,11260000,0,0
9713700,7984200,7005200,5995500,0,0,0,0,0,0
3465900000,2971800000,5433000000,2674500000,4452800000,1828700000,1590600000,1361800000,623710000,1661500000
1196800000,1182800000,2267400000,2073600000,2087900000,493400000,442360000,448780000,544120000,444260000
44773000,81306000,43117000,65459000,125010000,0,0,0,0,0
89398000,100640000,57841000,46453000,78919000,0,0,0,0,0
371120000,429580000,242870000,183770000,244230000,0,0,0,0,0
1590200000,964240000,1316700000,1481100000,1518200000,714940000,620750000,577810000,773560000,476380000
0,0,0,0,0,1057300000,899290000,913200000,1388900000,1280300000
633170000,2469300000,693420000,1229200000,1793800000,1683200000,2593500000,2029600000,817320000,1314400000
368830000,499670000,450070000,469440000,467640000,36247000,41442000,74985000,114530000,84184000
59103000,40029000,43503000,22959000,22824000,0,0,0,0,0
14844000,29040000,13148000,22096000,15882000,0,0,0,0,0
497900000,1998600000,459010000,768270000,921850000,897630000,1184200000,897290000,536970000,783760000
26756000000,24747000000,33740000000,30020000000,25108000000,15643000000,17519000000,18437000000,15446000000,15427000000
1358300000,2354200000,1411000000,819350000,1134700000,338360000,728840000,439290000,265770000,377850000
51743000,63265000,62328000,111910000,56249000,0,0,0,0,0
54663000,50809000,62620000,0,83779000,0,0,0,0,0
110700000,16576000,116160000,206410000,317510000,0,0,0,0,0
5862500,4524000,3460000,5527800,3975300,0,0,0,0,0
86341000,46021000,74021000,68913000,50462000,0,0,0,0,0
13063000,12600000,14533000,23151000,22015000,0,0,0,0,0
130660000,264470000,171290000,99844000,172740000,215660000,247380000,353460000,107590000,161840000
0,0,0,0,0,16802000,15675000,25924000,8243300,24273000
1405100000,1829300000,1026000000,1692400000,1546200000,0,0,0,0,0
695810000,876800000,545510000,559950000,598550000,0,0,0,0,0
1278500000,1718400000,1083200000,1513900000,1065100000,0,0,0,0,0
399190000,342880000,351000000,350300000,337440000,0,0,0,0,0
596080000,439870000,710450000,539650000,496630000,1344500000,1333300000,1475400000,1074000000,1794800000
36101000,96911000,0,85537000,55412000,0,0,0,0,0
162390000,191440000,329090000,182800000,265440000,210360000,187310000,178810000,243410000,211390000
60434000,39200000,30366000,26892000,21408000,0,0,0,0,0
5570300,4919400,5000900,0,5999400,0,0,0,0,0
191730000,246140000,143820000,132580000,281270000,362980000,332590000,282560000,677830000,283560000
158160000,197500000,160320000,300370000,239210000,0,0,0,0,0
177140000,186270000,190700000,121670000,196270000,0,0,0,0,0
0,0,0,0,4009800,0,0,0,0,0
166960000,281590000,99551000,103340000,119440000,0,0,0,0,0
42730000,66381000,130920000,0,82586000,68994000,37595000,86632000,59690000,63922000
265360000,163150000,193360000,204470000,167730000,0,0,0,0,0
104330000,72634000,149920000,176060000,75868000,0,0,0,0,0
5179800000,2672100000,1076400000,2353000000,3697100000,1542600000,1627100000,2194800000,458850000,1223300000
7349700000,7074600000,7620800000,8339700000,9691300000,2229800000,2138100000,2221100000,1983100000,2651900000
14701000000,11733000000,12422000000,10638000000,8240400000,10418000000,7746800000,9414400000,7657200000,11080000000
216270000,283940000,152980000,197390000,187590000,0,0,0,0,0
908340000,564910000,767700000,521570000,566240000,346300000,269590000,233770000,355780000,253810000
195670000,251270000,259870000,245800000,241480000,0,0,0,0,0
1384200000,1406700000,3285900000,3690300000,1440500000,520130000,600810000,265090000,452060000,66340000
5719000000,4677800000,4818400000,3812300000,7276300000,591050000,452830000,648290000,563330000,637960000
3519600000,3853300000,4299900000,3844900000,4211300000,4461700000,3135700000,4152800000,7478000000,2134400000
15375000,25676000,37764000,23825000,17008000,0,0,0,0,0
1359100000,1277100000,1527700000,1523000000,1379000000,391090000,300180000,370940000,217940000,310460000
492050000,1045100000,458570000,423320000,611000000,555240000,711800000,339200000,106590000,221640000
115260000,130390000,66861000,100860000,83396000,0,0,0,0,0
5086000000,6267600000,5374800000,4620200000,5878400000,444940000,484420000,472920000,472730000,570500000
161410000,225810000,324180000,223550000,330380000,0,0,0,0,0
1083900000,1294000000,1133200000,3711000000,4396700000,207820000,927450000,498680000,142860000,801370000
0,0,0,0,0,489910000,486310000,475560000,517800000,472440000
343220000,316680000,435990000,334510000,299940000,0,0,0,0,0
35108000,27264000,27641000,36409000,20826000,0,0,0,0,0
90750000,295370000,657020000,453090000,467610000,40745000,13678000,18584000,0,0
4237700000,3637400000,3336800000,3075900000,2853800000,10190000000,14228000000,14686000000,8155700000,12325000000
2452400000,2809600000,2591300000,2669500000,3217000000,2647900000,2179800000,1993200000,2187300000,1578100000
1490900000,1723900000,1607900000,1862500000,1254000000,1000900000,979970000,980300000,109720000,920180000
3177000000,3349300000,2944300000,2573600000,1941700000,2506400000,1902600000,1800300000,1228200000,2366600000
82297000,94912000,124330000,129590000,102310000,0,0,0,0,0
795700000,1197900000,1228100000,1713700000,1754800000,0,0,0,0,0
860710000,1058300000,1240400000,744010000,545180000,0,0,0,0,0
5690900000,7419600000,9865300000,6778300000,9556900000,4127800000,5013500000,5300000000,8095700000,5151700000
19356000,21255000,19890000,21058000,22612000,0,0,0,0,0
330950000,313460000,240770000,362540000,304900000,0,0,0,0,0
350810000,196670000,411430000,198280000,282510000,0,0,0,0,0
181510000,135940000,190190000,92825000,149590000,0,0,0,0,0
5851200000,4609900000,3967400000,4881200000,3587500000,642680000,665540000,792910000,641170000,551680000
197100000,1035500000,2384600000,268740000,526250000,649450000,744480000,645090000,2521300000,1099100000
5788400000,3995300000,3707900000,7033800000,5507200000,2307200000,1906600000,2195900000,1194500000,2430100000
381940000,342230000,453290000,610990000,319900000,598490000,467470000,749200000,197600000,360950000
0,3919200,0,0,3160100,0,0,0,0,0
284130000,190940000,172880000,245330000,281240000,0,0,0,0,0
763530000,676110000,712760000,696700000,688630000,0,0,0,0,0
82912000,66564000,53644000,86075000,39730000,0,0,0,0,0
1253400000,1146100000,1148700000,1528700000,1745200000,0,0,0,0,0
1219900000,954690000,885730000,1144700000,668740000,1471200000,1453000000,1006300000,470310000,1672700000
2663700000,2832500000,2995000000,3396300000,2834900000,93524000,184610000,170470000,164840000,218960000
76924000,62923000,54238000,209710000,168440000,0,0,0,0,0
108860000,121460000,73882000,52636000,61129000,0,0,0,0,0
30716000,33706000,33923000,38268000,27538000,0,0,0,0,0
171760000,213110000,156400000,164940000,142840000,0,0,0,0,0
68125000,74784000,72043000,39809000,56568000,0,0,0,0,0
4299800000,4667700000,2718700000,2670500000,3872400000,1731200000,929430000,1779400000,376690000,1373100000
19859000,35512000,0,46727000,30485000,0,0,0,0,0
1462400000,1184400000,1384800000,1161800000,1149000000,370030000,373020000,280850000,109740000,254520000
1552300000,1368200000,1279000000,1410200000,1973900000,1061300000,859550000,718860000,1125200000,1051100000
28711000,13911000,20227000,12493000,0,0,0,0,0,0
992510000,1006800000,906730000,765860000,1175600000,1828200000,3032200000,2273500000,275100000,1115500000
2117700000,2172900000,2618300000,2771100000,1938200000,0,0,0,0,0
1131800000,3001800000,3083300000,4325800000,7157200000,713420000,1215800000,6862100,0,1288100000
553830000,382850000,569210000,414790000,556610000,67064000,228920000,281840000,275470000,60428000
102160000,111450000,91287000,127100000,96243000,0,0,0,0,0
116920000,72596000,84205000,72703000,0,0,0,0,0,0
1026900000,1204700000,939180000,814390000,973140000,0,0,0,0,0
384530000,409910000,384320000,379950000,435030000,0,0,0,0,0
529280000,409570000,512180000,441740000,392960000,1063200000,999580000,1089100000,1053900000,1218400000
482250000,666770000,497980000,637710000,673360000,0,0,0,0,0
456130000,486750000,511110000,503440000,532720000,0,0,0,0,0
22940000,13432000,29714000,21044000,17660000,0,0,0,0,0
52715000,79305000,94875000,69933000,79951000,0,0,0,0,0
289070000,295810000,202830000,496930000,258990000,0,0,0,0,0
1724700000,1539200000,1352500000,1544800000,1433800000,0,0,0,0,0
183340000,176040000,195660000,224880000,286960000,0,0,0,0,0
213020000,638760000,257360000,190000000,204150000,80096000,75473000,59109000,116150000,151250000
768560000,721650000,807480000,865190000,957740000,64531000,33901000,47134000,484370000,49349000
76431000,60506000,51003000,66708000,133790000,0,0,0,0,0
277630000,165510000,247110000,60067000,256840000,44740000,63851000,60183000,151570000,73454000
379840000,405310000,354520000,478020000,337130000,0,0,0,0,0
226860000,234530000,194180000,393950000,261000000,0,0,0,0,0
414570000,364940000,378770000,283560000,394990000,0,0,0,0,0
