Reporter.intensity.0,Reporter.intensity.1,Reporter.intensity.2,Reporter.intensity.3,Reporter.intensity.4,Reporter.intensity.5,Reporter.intensity.6,Reporter.intensity.7,Reporter.intensity.8,Reporter.intensity.9
1417,24323,7334,6033,4646,29368,1057,6451,4123,28224
1110687,1306151,1388788,1687619,1285828,1483695,1159841,1691573,1273120,1448658
445569,277152,436784,405297,401053,295182,439765,414001,420633,308144
18260,12086,16685,28716,19153,16530,19351,30481,18617,14841
324398,295106,369536,394672,330231,275689,326322,391470,322754,254968
107294,75802,117069,182730,134571,106338,111110,181011,139520,104831
545073,518724,486544,578249,496008,482154,543320,592699,444505,462250
473073,345599,556810,1024789,712226,404634,511495,1037364,705273,377381
344963,215332,369457,388060,191628,239436,353789,399131,199719,229045
171355,65686,123954,80862,346420,68263,195130,83021,342063,76103
39971,140572,59658,48561,121611,110178,47345,47290,148231,122643
48471,56766,69772,42026,58791,50543,50359,41032,58257,52931
69008,118035,80602,115534,117678,108209,75152,116796,116694,104041
1461383,463565,1206387,635937,653094,490392,1420418,638133,635888,478022
1475942,1337137,1487381,1262991,1561327,1434327,1503306,1288913,1542756,1484561
3301,7671,3603,4214,10794,4386,3103,3777,12500,4909
193490,179670,202234,200479,221929,158292,191457,193448,216964,157457
33314,41712,31463,44284,37123,44948,33745,45516,37420,50102
180387,390000,176024,307427,297726,369352,197284,303448,323969,364440
7503,10050,8998,9024,6821,10186,7311,8952,8004,9012
25632,19919,31799,39733,39940,26905,26521,38146,42251,29056
75993,47394,74802,50156,58608,39047,73565,48356,56878,40290
139939,198644,155317,194640,184199,179626,139649,196243,185931,183750
481990,546077,533767,605533,548356,443316,493369,601476,536557,423966
176781,178347,242572,265514,215841,180077,179049,265665,223393,177159
153873,134329,129588,155315,116665,128456,150509,155001,114591,121653
225634,261172,209714,266697,231175,267813,220999,255802,230910,245117
272098,283361,341961,516650,282570,278069,273641,502576,289410,255708
196584,165036,197553,275869,167613,162504,200312,266288,166464,155797
1016928,2636209,1213823,1263177,1447711,1728578,1045484,1239649,1507792,1803296
685649,748841,640828,827048,684189,694624,685124,809814,699712,685595
187723,118116,140690,203086,111878,126937,180230,193448,109761,111412
107556,80879,124540,102442,91860,92846,107417,103435,97124,100981
301126,355510,307029,421928,285798,347782,311501,418786,294319,335737
194752,291566,209425,236144,282054,294643,204342,234407,288166,305523
11166,15301,18732,29908,16744,15694,11427,29827,16385,13350
49472,57493,34976,71669,45644,61280,47408,62257,47264,55694
8006,7189,8303,11125,10511,8726,8675,11803,11438,10001
466384,541272,552366,621932,550561,564552,487393,648921,558227,576493
8732,9116,6044,9631,9231,8289,7384,8005,8966,7333
35253,19734,50691,25243,31941,24610,35739,26695,30446,26293
727245,739742,722957,926147,763323,812413,715996,932381,771319,794666
32299,38087,31687,32488,57519,35640,32887,35140,61761,38590
21217,42429,24880,39818,23105,29127,19337,33610,24140,28670
295689,252492,375441,250401,260175,239701,297574,251881,260688,240146
271223,163237,256910,208832,226438,215702,261242,214913,220529,223554
75344,104952,77895,119343,388827,72912,98707,110563,389719,68031
97692,109076,107210,132966,105870,132482,100340,131887,105642,134365
17809,9037,9982,12413,8202,8529,14920,11167,8456,7227
26722,37640,27259,46161,29109,42181,26915,49932,26750,38955
32949,39957,32394,70365,44288,36124,33152,69228,41162,37364
202760,215796,220570,295266,197696,248076,200858,290941,198208,225845
179556,213649,179340,241070,185689,221550,179505,244481,189358,217334
9915,9309,9964,6809,5682,8405,9145,7910,5689,9108
93986,100349,115713,106297,123061,96679,96283,109980,119727,99273
27535,14151,31498,28529,18570,18162,27398,27800,19719,18597
4058,1139,3294,4427,3323,1596,3831,4644,4779,1365
311124,1331102,336205,594154,906783,757667,369890,559602,945318,769464
97113,83555,92924,103010,95832,86407,93664,104883,98926,88741
285168,202462,297502,285470,229725,254472,282267,288578,243414,259458
560826,383095,676049,783421,816774,485093,589827,793999,743605,467881
961228,545856,1261851,1109808,761307,541582,952928,1098794,748306,529778
113466,97717,103685,43263,101966,93598,113195,43440,103469,99101
151837,235943,182690,253697,211421,225018,160376,263534,209694,225685
84041,68392,80009,93023,88248,72606,81450,91424,91540,70905
452894,494086,487699,434816,504300,494291,460184,439457,477207,496274
109827,122271,136937,319403,122773,142218,114604,306645,117751,129094
118419,129640,135467,135928,125961,160104,117821,139257,131450,160747
540887,710846,669951,660018,545864,719201,530187,666786,520320,709957
114643,67654,95225,82313,91672,69943,98545,69574,77007,54656
77567,139365,134968,130070,113050,126350,79788,129193,114452,133695
5218915,5406341,6319664,7524494,4659549,5448541,5147909,7438397,4636368,5443292
41099,137694,23927,32877,45302,98100,39207,29911,48545,103261
478953,181561,446451,466319,250511,204986,460502,467538,240490,189271
60759,102508,80109,147260,102135,108209,64624,153363,106057,118473
173664,80277,153261,102553,106545,113586,169291,98108,108902,116003
14423,46673,25562,17096,17683,42873,13057,17064,15753,44503
1075279,846741,1220384,1027490,867872,910728,1030892,1017860,829740,889377
109490,110624,108339,167831,142407,114380,106524,156037,142335,118693
10797,11411,8407,11901,13361,10267,11569,11221,13411,10196
166908,320915,155640,243323,205711,360115,169946,250202,226238,368320
70749,139052,72254,93595,69262,141728,74892,90993,72972,154777
176588,134642,192549,157979,186434,194192,191795,171912,182948,193041
45479,41595,50610,51279,47860,33855,43409,47261,45837,32445
17039,16303,13966,9114,31558,16417,18109,9605,32838,18404
117054,134979,152080,139997,151316,131551,119300,139951,155698,139755
111226,85392,130585,145063,108243,107719,118218,142112,110314,109082
72206,151934,108496,172505,103714,162494,76286,162049,103035,155657
32614,41262,36585,41430,35203,39886,33720,42613,36855,43810
81347,103004,104542,84875,126696,97193,84453,77876,128793,98085
245732,728729,348706,397363,580217,682527,273392,388283,606347,687235
131158,131416,169480,177469,140779,99089,135570,184107,135470,99178
119181,540344,132982,450684,131344,433109,122506,453874,136083,436928
921042,776913,933441,898406,831463,732973,912546,887641,805157,705297
1299525,521625,1366392,728899,749598,534931,1259009,742121,718893,537418
3954,2306,5583,6058,1321,2342,3425,5634,1559,1847
230354,196845,246316,252570,311302,215399,242798,267354,322438,224344
221050,214021,248101,246191,223865,245206,221744,260115,229487,255138
168660,123617,189715,291206,243728,192615,182444,300994,249893,186410
284007,277350,297223,307688,337720,308993,290089,308444,350765,323665
109998,117130,124777,130592,187715,119013,115508,123995,180449,120673
677016,666271,673039,615656,825385,692802,695507,627466,832802,739400
2257932,534959,2308494,727521,899642,527242,2111517,707646,843331,545079
90434,188699,94429,188345,218026,163758,98016,165850,206445,135245
76354,93768,88401,114166,88356,84227,81435,116022,94607,86529
43145,10138,26422,14197,16488,9244,36609,13210,13385,7955
73523,32980,87095,57145,44115,39109,73334,53640,40604,37030
16252,8019,16455,16524,13876,8681,17963,17603,14874,9638
31597,27579,37238,32808,57528,35866,35592,32899,55528,32653
480602,521567,451437,489673,592750,471938,478141,455765,592776,458220
846722,238682,667747,343698,534204,326605,824912,348600,519006,335076
115905,165662,209617,240260,422813,192027,137694,241174,428219,198362
597793,703407,765544,987448,1001490,750938,637704,980298,1036373,744991
589876,460524,603596,514406,600407,615263,601461,530787,620806,637469
106359,54166,111742,86948,89290,71206,99714,84807,99074,71808
112298,89197,100535,96687,150978,89828,113284,93865,150641,93837
5127,2975,4736,6700,2949,4038,4714,5963,2601,2679
85026,46767,46539,85971,71487,51531,83078,78795,76447,45706
2529,2565,2744,4202,2661,3220,2562,3786,2329,2183
86491,119161,129623,131560,184050,132442,96531,130902,184726,134675
142624,79034,123429,135909,95258,94379,137019,131103,94563,87004
61979,59705,67044,92250,50382,50402,63121,89322,53771,44792
141725,238113,235705,187619,221849,254022,151581,182016,225023,247557
40512,38413,41425,39187,42959,41154,39091,38825,47184,43131
338024,214090,300888,361232,302622,217759,320445,355949,300739,217814
11407,7551,13523,34485,17944,11306,11573,34523,19829,11718
192045,127958,173881,238779,165369,134705,197820,253087,161802,135785
27460,13964,20561,17727,19911,15849,28027,16963,21286,15154
26193,12732,11382,13354,14357,12874,25397,11626,13315,9700
40193,28574,15236,46688,22449,23760,32286,36391,12622,14355
32298,32700,62617,37264,46957,39127,31566,31576,46309,38847
26175,43467,31195,32772,49883,40779,28691,31641,52657,42314
148277,187898,158029,191977,211977,191057,152773,192663,213112,183210
40262,49207,38389,63136,43208,51137,44107,60426,41496,47351
35302,255091,44163,90140,107508,159517,40542,88108,121188,178589
133934,145980,160023,143079,124739,137124,133525,141258,121366,135205
122411,135315,130970,150920,91908,108287,113344,148597,86742,99934
61646,65608,149106,441213,63586,108483,68247,436893,56152,94756
15193,18255,21432,22580,20565,22174,14783,22133,20827,21302
28954,23761,32433,31308,26633,22491,31339,32375,25574,19877
171879,163179,202400,250773,175191,245696,180508,252766,185684,253428
425368,744338,429619,823323,409206,599385,449959,812146,424623,622558
193137,81413,166016,271269,151425,113106,201076,278584,143915,110032
60968,106639,83412,64490,83990,68815,65972,62641,80080,66423
29084,80463,23088,29113,41656,48874,29191,29485,47533,52303
3194,12552,3780,7348,8832,12010,3286,8372,10155,11881
198529,125834,183705,78758,126279,158615,185173,79027,119529,164908
81945,119300,101637,59711,68360,113018,79846,59403,64660,120423
12268,14658,8703,10661,13126,10397,11989,9500,12244,10851
66424,114722,57977,79233,85920,115986,64887,75161,89607,109262
109210,417887,84437,99117,128513,352220,93521,97028,140675,379031
1572624,1368471,1834862,1585932,1516933,1571461,1482460,1544283,1350060,1482661
166783,98250,142894,111391,136309,122098,175217,118536,145604,127844
1079351,469599,906496,699697,670931,470008,1067224,723119,656333,467201
379450,71422,136596,92310,257066,76715,368798,89293,258338,82160
36090,40754,36949,53455,30011,38619,38339,48217,27937,36168
39937,66557,12658,49027,28965,52553,33244,33787,21233,33556
856014,606296,805226,783375,1116099,710297,864709,778837,1098992,708667
501873,305713,426015,318537,334542,391910,476613,319725,356928,414075
120796,90075,120149,54985,58497,73672,113562,55027,52196,68802
1032113,344311,1219596,974783,486771,423363,1007366,986853,458708,394903
343302,294502,316749,284361,288023,400030,332357,286688,273578,379161
427677,522960,473946,483835,477297,475993,434672,478758,471815,470191
14802,8512,14175,7747,15350,12328,14137,9575,15585,14275
183935,103232,144128,102060,157642,101244,183248,100324,156202,101611
62890,55087,56974,65827,56356,68003,59751,73427,56637,69358
838941,684560,763829,674554,870692,1076406,834770,681194,886087,1041513
1036321,1306267,822399,814365,1126328,1083655,1035161,828232,1044274,1021811
21345,23325,13385,10165,19810,26802,22363,9803,21336,24990
131363,223293,173172,70866,148287,228534,132294,76295,149021,221104
645258,363436,475075,501127,350660,468108,616729,481010,334972,432087
909918,654399,904396,1303871,1078359,944023,935754,1321186,1072324,937142
440701,236117,446258,215462,427947,229661,439824,208870,450076,246317
97175,68335,85183,85186,80110,70161,94590,84509,75182,67582
65470,146781,81733,114072,71516,134010,63462,120014,73382,133965
140292,174854,167171,163342,199990,180616,153517,171952,198899,185970
3827,3352,1996,2509,2887,3662,3604,2140,3077,2633
44385,35719,42531,57700,35397,49410,44081,59738,34028,47785
989538,1198921,889262,1126570,912395,1150263,963222,1094571,884882,1145125
81161,94211,71688,59786,185659,68856,91129,58622,187886,72407
377107,3107027,396507,583836,520230,2507011,300810,555007,557545,2521974
1448,2167,682,957,1517,1416,1227,768,1306,1260
356303,325290,307397,189239,232833,410325,347545,192402,225685,411185
266946,851267,368136,311245,684864,377834,292581,298220,693154,390152
397899,662882,454648,339871,305482,518446,399849,346227,303228,511696
20673,120554,18790,32208,21180,107719,19401,30082,19439,112692
621076,637606,505493,965565,391826,521306,582511,917541,404870,483583
70261,55366,51107,42725,75363,55935,68154,43555,93679,64809
9128,11045,9512,11974,9162,11872,9340,12407,9176,12891
14456,48022,20998,46780,21337,36398,15696,45487,22238,33432
45309,28516,31629,252822,51809,39895,48627,240882,53218,30429
134957,158026,142877,144951,139051,170850,135897,146717,138651,161218
243321,215205,263472,360348,173354,190489,232206,355567,167985,165658
527738,454710,470841,461365,499821,519132,531398,458901,506868,485573
32382,24910,39556,31709,25045,26421,33239,33759,24561,28887
770286,674220,895561,961840,619883,658372,751474,990020,615591,646930
83464,48190,64134,57563,63965,48519,82075,52632,53413,40394
38438,50041,42550,52646,43146,62352,41725,55015,42888,63977
249338,300862,337622,414190,307538,336273,257827,404319,315653,333246
72985,34075,62316,70483,45163,39954,69242,73288,46630,38198
2394538,1711981,2217862,2467502,1720727,1916941,2375469,2466027,1726959,1988616
279765,246666,299278,275096,238147,255511,283200,286758,243977,266759
1414520,1195207,1355457,1765934,1131592,1274663,1401457,1759839,1106498,1236234
290843,269934,304790,307223,210080,232521,270752,301085,207057,217234
293755,551276,328804,416155,363988,562221,289265,415740,361244,538599
165088,135663,183574,216142,156063,160907,168943,215647,162997,159037
188542,439995,217333,266957,173255,483242,184618,275236,181862,465151
135992,77575,110464,99080,81840,74432,133018,101736,78008,70107
87465,56821,124435,85677,78055,99050,88709,91161,53871,88334
8836,6351,7353,7136,6092,6130,7266,7684,6297,5691
1351961,2938057,1325276,1731107,2131791,2507794,1403244,1712284,2202428,2555778
5150,8023,1522,15683,2537,5736,4153,7887,1458,2937
393588,242639,261495,205600,175390,229249,372680,208327,169269,235686
1205345,1187315,1247503,1136999,1267554,1316979,1234688,1167160,1276576,1347447
142442,88048,169340,152019,132426,95994,137078,149130,132161,90414
172470,172672,174414,234738,136727,159654,172487,236418,136655,151546
1292,3138,7232,3302,2021,2843,859,1441,2623,1869
22934,19903,29130,45470,23603,20587,23393,41819,23420,19815
132853,169898,144198,143359,129526,161201,128522,142977,135668,170118
478839,683574,546776,778849,605125,755247,507286,802203,623868,754932
91971,75214,68929,120777,62350,116300,90978,110151,63071,128714
197187,123617,201070,157317,170235,143570,196401,158842,174889,140565
175439,210446,170031,349751,197179,243178,181322,347554,202800,239126
38822,81021,41661,67008,60136,70400,40719,65997,64562,77279
25068,26153,28380,23895,21751,26694,23263,21792,21003,25115
470320,259362,187510,318565,248436,262093,454397,318850,262713,275030
307939,238067,346467,301700,286900,232521,291747,298823,287928,232305
13271,10919,16510,16462,16283,12812,13495,16526,16029,13248
283132,131091,206634,230426,184636,112666,274663,235915,176656,112142
1181345,927501,1128614,1363840,899176,1137235,1193989,1421223,931165,1168027
431306,247513,292367,279743,286444,351887,438117,303729,279089,356559
142032,188757,222477,559523,463591,217965,172447,570892,516488,208213
47099,39745,54013,44962,42088,44951,49015,44562,46647,47119
18247,48089,19283,15211,18057,36377,18225,15679,17460,42949
9463,11595,12413,10979,11793,25375,8427,10955,9805,19252
5912,4141,6576,7036,4608,5845,6259,7193,4866,5717
54587,39649,48776,68715,57946,43800,55181,68046,57103,43702
6693,22979,13703,11575,11879,19303,7399,9535,12541,21026
21880,22214,28450,39522,32052,30443,26736,40298,34166,34416
30400,23264,25839,27109,23791,25220,29763,26918,25149,24111
6707,10276,4877,6001,8190,6827,6788,4863,6673,4866
3717949,5673258,4186660,4137522,4646539,4996389,3778714,4108336,4645059,5051349
127325,171836,157810,219298,178846,178617,130229,217426,174385,172199
24464,19470,29309,28667,21190,16635,24398,26764,22089,15279
10161,9534,9874,12049,8047,9187,11346,11455,8282,8909
120159,95854,109677,84120,110200,93028,117404,86443,113188,97465
1441932,1752831,1322826,1015849,943470,1238029,1387560,988271,935264,1245435
419101,362090,671850,379596,3945178,392939,685908,367109,4039513,496874
32021,50110,38701,26240,39938,63508,31018,26923,38948,62122
1028109,952057,1119254,860655,1113417,1075720,1057099,905145,1161709,1151825
56162,39447,54676,39076,43211,46033,57073,39177,39894,44451
353357,224570,312628,133264,185172,227614,325438,135326,178553,233465
45270,48235,46794,35457,32481,49462,44755,37155,33422,50758
350218,424804,378826,385611,295948,374876,354980,389419,296067,368120
17577,20021,11904,12666,16474,20328,16127,12099,16438,20076
34469,12329,20556,13005,16554,14190,30004,13583,17828,15131
46795,64255,50128,49114,41793,57548,48474,44900,43852,62391
86114,273207,111855,107871,133380,209982,88905,100249,138226,198962
795958,801563,844663,678847,780574,924638,805208,688151,781828,933612
