Intensity Normal1,Intensity Normal2,Intensity Normal3,Intensity Normal4,Intensity Normal5,Intensity Normal6,Intensity Normal7,Intensity Normal8,Intensity Cancer1,Intensity Cancer2,Intensity Cancer3,Intensity Cancer4,Intensity Cancer5,Intensity Cancer6,Intensity Cancer7,Intensity Cancer8
2.62E+08,2.07E+08,6.89E+07,1.10E+08,8.08E+07,1.89E+07,3.21E+07,3.36E+07,4.48E+07,2.35E+07,2.25E+07,2.67E+07,2.41E+07,1.69E+07,2.52E+07,9512900
3.39E+08,5.91E+08,6.91E+07,1.07E+08,2.47E+08,2.43E+07,4.33E+07,8882300,2.52E+08,1.15E+08,3.31E+07,5.10E+07,1.09E+08,2.56E+07,6.01E+07,3029600
2428300,814010,1.15E+07,1561600,2412300,500750,3084300,1385200,2681200,3449700,1.12E+07,5592400,2824000,1.19E+07,9917000,676660
939080,0,1977300,0,0,0,78116,0,0,0,0,964480,0,4633500,921950,0
893150,0,0,1265500,0,622090,405700,0,0,0,961570,2648500,1125800,652090,0,0
3274300,2.23E+07,3085400,595850,4088900,3.96E+07,3407100,1.05E+07,4.86E+07,4.61E+07,4.81E+07,918770,2.21E+07,3.02E+07,7887400,80523
1505200,1315400,2955100,0,2295900,0,0,0,891370,2177300,6294900,5846100,2.36E+07,1.14E+07,4284300,258760
1.31E+08,1.53E+08,3.01E+08,2.27E+08,3.57E+08,1.86E+08,1.83E+08,6.07E+07,3.50E+08,6.17E+08,3.18E+08,3.56E+08,1.01E+09,3.91E+08,2.17E+08,6.58E+07
2.70E+07,5.28E+07,3.89E+07,8.95E+07,7.40E+07,8.63E+07,3.52E+07,2.27E+07,5.05E+07,1.58E+08,6.16E+07,1.02E+08,2.03E+08,5.40E+07,6.01E+07,1992300
3.23E+08,3.04E+08,1.79E+09,1.96E+08,3.67E+08,1.04E+08,1.68E+08,1.62E+07,3.14E+08,1.17E+07,7.43E+07,1.94E+07,6.55E+07,2.29E+07,1421500,830670
1.24E+07,9548700,1.45E+07,4642000,5757000,0,2369300,717340,2.49E+07,1.26E+07,1.16E+07,7866800,2.44E+07,4449700,4508100,2522300
3422100,1.03E+07,7718000,3580400,7227200,2597600,2495700,969530,1.97E+07,2.12E+07,3.61E+07,3835500,3966900,3783000,481530,909380
1.04E+07,1.59E+07,8030500,1369700,0,0,681430,0,3.15E+07,5184200,1.45E+07,2997900,0,0,0,0
1.77E+07,2.16E+07,9.37E+07,1.19E+08,1.44E+08,7.76E+07,6.27E+07,1.41E+07,7.86E+07,1.84E+08,1.02E+08,2.65E+08,3.30E+08,3.50E+08,7.27E+07,5.70E+07
0,0,0,0,0,116380,91785,0,0,0,0,0,0,0,198890,0
0,1449700,0,0,0,0,0,0,0,1469100,0,0,0,0,0,0
1.62E+08,6.97E+07,6.13E+07,1.09E+08,2.63E+07,6.50E+07,3279500,1.71E+07,1.41E+08,9.45E+07,3.01E+07,3.39E+07,5105400,2762800,1766700,8742100
548240,0,1051500,305070,1129200,1201200,575230,112570,2119600,2521600,461620,555840,1881600,909830,219270,0
3404500,0,0,0,0,0,0,825750,0,0,0,0,0,0,0,54470
1299100,2695800,2574300,338110,4060800,1842600,3587000,43917,3.09E+07,2.10E+07,3246900,937920,355930,918880,2537500,0
3623100,0,3460500,0,1.02E+07,0,5456100,0,5895400,3112000,1.14E+07,0,0,0,2115100,0
5312800,3.24E+07,1601100,1.63E+07,0,3124900,2302700,24846,1.31E+07,2.45E+07,2.11E+07,1.94E+07,1.22E+07,438520,2470700,1134200
1.10E+07,1.94E+07,1.47E+07,2.39E+07,9710000,1.93E+07,1.97E+07,2946000,6.03E+07,4.73E+07,6.86E+07,7.88E+07,2.58E+08,7.17E+07,4.25E+07,5584500
517930,429760,1108200,253690,0,0,678690,0,5190900,3959900,5035000,138580,7095300,1669500,9512800,13634
900480,322440,796230,457300,1248800,387800,371500,214740,0,83887,0,0,0,213040,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.64E+07,0,0,0
1.12E+08,6.53E+07,2.01E+08,9.19E+07,1.09E+08,1.19E+08,1.18E+08,3.25E+07,2.29E+08,1.05E+08,3.21E+07,1.50E+07,6385500,3.40E+07,9079300,2.20E+07
876210,908060,1310000,0,0,0,0,146350,0,5129800,2883000,0,0,0,0,0
1084500,0,515590,0,137280,0,63640,0,525860,0,223880,0,449010,270020,184440,0
0,0,0,0,0,0,0,0,0,0,0,0,581520,0,0,0
0,0,0,0,0,0,0,0,0,2055200,1199000,0,0,0,0,0
4.05E+07,5.28E+07,1.03E+08,5.45E+07,5.32E+07,3.65E+07,3.40E+07,5402500,2.21E+08,3.72E+08,1.81E+08,1.23E+08,1.83E+08,1.29E+08,7.91E+07,1.14E+07
1.54E+07,3.81E+07,7.57E+07,3.15E+07,2.63E+07,1.64E+07,1.44E+07,7772200,6.65E+07,1.41E+08,5.48E+07,3.63E+07,6.40E+07,3.02E+07,2.91E+07,9917500
2230200,1423200,2608100,365180,2188500,0,0,0,7967400,8281100,4022600,175260,0,67267,146330,29558
1.89E+08,6.93E+07,1.41E+08,1.10E+08,1.09E+08,6.58E+07,6.68E+07,1.58E+07,2.87E+08,1.21E+08,2.10E+08,1.22E+08,2.06E+08,1.62E+08,4.90E+07,9805900
6.33E+07,3.96E+07,1.44E+08,1.53E+08,3.54E+08,1.22E+08,1.01E+08,3.92E+07,2.07E+07,1.78E+08,1.86E+08,1.02E+08,5.22E+08,1.28E+08,7544600,1.03E+07
0,0,0,372890,0,0,0,378340,0,0,0,0,0,0,178380,0
1179700,745990,7192600,4312400,6035400,4550200,3093900,543030,2830700,2320600,794320,1101600,2968700,5376200,1282400,0
9448500,0,1437900,2577900,7722400,5675800,1023700,113080,6.69E+07,6.62E+07,0,682200,1.48E+07,8299900,923940,0
2343500,1648200,4923900,751860,1253000,774740,854850,0,3063000,6819600,7784300,1314600,2558400,2564900,1309900,0
500390,1456000,0,0,0,0,0,0,1216100,1106700,389330,0,0,0,0,0
3.70E+07,7510200,1.06E+07,2.39E+07,2.47E+07,1.40E+07,1.14E+07,3389700,2.50E+07,5.36E+07,8.03E+07,4.42E+07,3.73E+07,2.13E+07,4535000,3709400
1.79E+07,5.63E+07,2.57E+07,8078400,1.78E+07,2.19E+07,1.03E+07,1382700,5.32E+07,5.99E+07,2.80E+07,7647500,1.89E+07,9160400,6541900,426830
1.83E+08,1.69E+08,2.44E+08,3226200,1.46E+07,9808300,799390,3604800,6.01E+08,4.96E+08,1.54E+08,0,7430700,0,0,23935
1740900,227850,292390,6044900,172980,0,278080,0,386650,0,0,3932900,0,0,0,0
1.62E+08,1.48E+08,2.12E+08,1.85E+08,1.46E+08,1.29E+08,4.91E+07,2.07E+07,5.04E+08,2.43E+08,5.02E+08,1.49E+08,3.67E+08,1.50E+08,4.10E+07,3.20E+07
7415700,8.43E+07,3.39E+07,3.88E+07,6.11E+07,4.30E+07,3.28E+07,9260200,1.36E+08,3.78E+07,1.51E+08,5.59E+07,8.38E+07,7.19E+07,8463400,1093400
8869000,9399500,2.04E+07,1.09E+07,2.35E+07,1.70E+07,8581500,2360900,4.92E+07,4.93E+07,7.92E+07,1.46E+07,2.75E+07,1.03E+07,2485300,5106200
1.45E+08,1.50E+08,1.99E+08,2.14E+08,1.34E+08,1.48E+08,7.84E+07,2.44E+07,1.35E+08,6.05E+07,1.29E+08,4.74E+07,8.79E+07,5.86E+07,2.08E+07,1.07E+07
3002100,9124300,1.14E+07,2910000,1.02E+07,277900,4487900,592010,1.85E+07,4389200,3448600,3854300,122740,7357800,2112700,2163400
2.71E+07,1.29E+07,1.79E+07,1993200,2.10E+07,9490300,4194400,3778200,1.17E+08,2.60E+07,6522400,0,8795700,429430,2178300,265210
0,0,0,0,0,0,0,0,232290,0,621450,0,0,0,0,0
3.81E+07,2.31E+07,5.82E+07,3.87E+07,2.40E+07,3.24E+07,1.85E+07,8892400,1.87E+07,2.85E+07,1.25E+07,737810,3470400,0,3450100,0
3.92E+07,5658000,9142300,1.00E+07,1.48E+07,1.44E+07,1.66E+07,2843500,6.10E+07,6.38E+07,4.22E+07,1.96E+07,3.30E+07,1.72E+07,5445300,2251500
6.62E+07,3.37E+07,6.59E+07,1.29E+07,1.27E+07,2.58E+07,3804500,1134900,1.80E+08,3.82E+07,7.38E+07,6482500,1.16E+07,2770300,121440,0
1.57E+07,2201900,5191100,0,1.06E+07,6834500,0,2579500,2.30E+07,1.49E+07,5274600,0,2049700,0,1785300,0
2.01E+07,2.12E+07,3.01E+07,0,0,0,0,0,4.29E+07,5.24E+07,4.07E+07,0,2847500,1036900,0,0
1.31E+08,7.27E+07,8.77E+07,4.55E+07,8.56E+07,1.36E+08,4.18E+07,3.32E+07,2.58E+08,1.26E+08,8.01E+07,2.23E+07,4.11E+07,1623400,1.60E+07,4798800
0,0,1141500,0,0,0,0,0,0,0,0,0,0,0,0,0
7298600,1.39E+07,9051700,6311100,6941600,3616800,3638900,1587000,4700000,1.36E+07,1.11E+07,8572200,5982500,1651400,755650,387010
0,0,0,0,304370,0,0,0,0,0,866630,0,0,0,0,0
1038400,946220,1636800,1607100,786510,2303200,765780,19673,6181300,1206300,4065400,665860,0,4746000,0,0
1.65E+09,1.08E+09,1.75E+09,7.68E+08,1.17E+09,7.23E+08,5.79E+08,2.29E+08,2.50E+09,2.47E+09,1.16E+09,6.17E+08,1.11E+09,1.16E+09,1.40E+08,1.69E+08
209320,604260,245020,0,0,0,0,42900,563560,0,2934300,0,0,0,0,34983
0,0,2126600,412930,2368200,994600,0,174350,0,0,0,0,0,0,0,0
6.39E+09,6.05E+09,7.89E+09,4.14E+09,5.05E+09,4.04E+09,3.13E+09,7.27E+08,1.50E+10,1.25E+10,6.83E+09,2.93E+09,6.40E+09,4.45E+09,2.11E+09,8.09E+08
5807800,9444000,7820200,0,0,0,0,0,4.15E+07,1.21E+07,9448800,0,0,0,0,0
1401200,0,2440200,823430,436880,440120,0,162980,7766300,3351700,1.07E+07,286570,2750300,311600,341000,69686
9108300,5124400,9225100,1.04E+07,9555800,1.39E+07,1.14E+07,802420,1.96E+07,3.28E+07,9165500,1.50E+07,1.39E+07,1.81E+07,6333100,750370
3.73E+07,9248000,1.82E+07,1.94E+07,2.66E+07,1.56E+07,2.11E+07,2738600,9.15E+07,1.85E+08,3.08E+08,6.63E+07,6.38E+07,2.97E+07,2.14E+07,6353900
1.22E+08,3.70E+07,1.08E+08,8.09E+07,9.01E+07,1.21E+08,6.59E+07,2.28E+07,3.63E+08,1.09E+08,2.79E+08,2.70E+08,1.25E+08,1.99E+08,1.96E+08,4.01E+07
7.85E+07,1.05E+08,1.51E+08,3.18E+07,7.57E+07,3.85E+07,4.43E+07,1.07E+07,4.59E+08,5.44E+08,1.88E+08,8.34E+07,1.92E+08,1.96E+08,6.22E+07,9486600
233420,0,1.61E+07,1.21E+07,531860,0,425960,0,851590,0,0,530740,1.64E+07,1146100,0,0
0,0,624290,0,1275000,0,0,0,1144400,0,0,806250,861780,0,2733200,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472600,0
0,0,0,0,0,0,0,0,0,1058200,111660,0,0,0,0,0
346480,968540,7100100,1562700,1298700,3446900,806740,295950,1.17E+07,2.79E+07,1119000,1.01E+07,1.45E+07,1.91E+07,9738500,3671100
0,0,0,899970,241950,83209,282780,92950,472940,1577400,733240,1681100,3494700,2764000,569730,157520
3.07E+07,1.65E+07,5.56E+07,1.69E+07,2.34E+07,9622400,4361500,473750,1.43E+07,7627100,1.56E+07,7214200,7996300,8630400,369840,562450
1.27E+08,1.69E+07,4.86E+07,323710,2842400,329370,623680,0,1.52E+08,9.82E+07,7.08E+07,0,0,0,0,0
1.69E+07,2.23E+07,3.48E+07,2.16E+07,4.89E+07,4.26E+07,1.85E+07,2303500,1.69E+07,1.87E+07,2.30E+07,1.78E+07,3.32E+07,2.66E+07,2110500,264070
3341400,3.07E+07,1.38E+07,4177800,1.11E+07,4033500,6768000,343060,1.07E+07,5351800,0,2873800,4392600,4280100,2994700,117080
8689800,4.33E+07,3435200,3531600,8208300,480260,2442700,99074,1.25E+07,6822500,1742700,0,3105100,202690,0,0
3.35E+08,7.86E+07,1.45E+08,1.32E+08,2.67E+07,8.94E+07,4992200,4.39E+07,4.22E+08,1.14E+08,2.80E+08,1.91E+08,5.37E+07,1.10E+08,3.31E+07,2.48E+07
3.55E+07,3.14E+07,2.60E+07,3.14E+07,4.37E+07,4.27E+07,2.60E+07,3552700,2.08E+08,8.19E+07,4.91E+07,7097200,6.79E+07,2.97E+07,2.65E+07,4507300
1.58E+07,2.61E+07,3.11E+07,8415000,1.36E+07,1.61E+07,7964000,4645300,6.57E+07,6.81E+07,1.60E+07,2716000,2.98E+07,6818700,4801600,151850
2.53E+07,4.83E+07,2.73E+07,7441300,2389100,5150400,1587500,9545,3.59E+07,8019600,1.23E+07,2301100,3972500,7412600,3808200,0
1.37E+07,8285100,1.02E+07,4630200,1356700,8998800,2462100,471580,2.78E+07,1.43E+07,6519000,637710,0,857680,1092800,112490
261620,0,300260,253390,0,0,0,0,0,0,0,0,0,0,0,0
0,3547500,0,0,0,0,273450,90317,0,0,0,0,0,0,224420,0
4.11E+08,3.55E+07,7.71E+07,2.26E+07,5.17E+07,5.35E+07,3.86E+07,7514100,2.12E+08,1.28E+08,1.09E+08,4.26E+07,7.03E+07,2.83E+07,1.94E+07,2330100
3.78E+07,1.35E+07,3.46E+07,2.13E+07,3.38E+07,6070100,6958200,4660800,5.17E+07,4.20E+07,5.77E+07,1.63E+07,4.47E+07,4.34E+07,1127100,0
2.31E+07,307070,6892400,2380100,2693500,0,67734,1578600,2307500,0,3182400,120560,0,0,61311,0
188480,283120,7354300,1653600,0,0,0,0,0,1126100,0,0,0,0,0,13206
1437100,2397700,1416700,0,639200,8202400,694860,0,8743200,3957100,1.33E+07,0,0,487120,0,157700
3.32E+07,3078300,1.85E+07,2.83E+07,3.19E+07,2.01E+07,6.90E+07,3779800,8731300,4573400,7.09E+07,3.94E+07,1.53E+07,3.33E+07,1.16E+07,396640
0,279080,0,0,295010,563740,32612,10255,1118900,3449700,0,37963,1184900,1106200,0,0
3.09E+07,1334800,681210,0,0,0,0,207240,3.95E+07,614520,1.62E+07,0,0,0,20386,7880100
542610,1.72E+08,1.22E+08,1.58E+08,3.51E+08,3.84E+07,2.24E+07,3.98E+07,1396100,3047500,1709700,11463,0,261330,0,0
7939100,2.55E+07,3638100,7708900,2.68E+07,6483600,1.24E+07,1998500,1.46E+07,3027000,1.76E+07,0,2.71E+07,2535800,1.12E+07,3667900
2.45E+07,5.20E+07,5.80E+07,3.43E+07,2.03E+07,1.95E+07,1.13E+07,2471800,3.60E+07,7.87E+07,4.91E+07,2.45E+07,4.78E+07,2.38E+07,4445500,2661100
3387200,5053200,712560,841970,2437100,848180,3716300,0,7497600,7717000,5225000,3694000,2801100,6889700,8361000,88337
1.32E+08,1.11E+08,2.40E+08,5.53E+07,7.38E+07,1.02E+08,9.69E+07,1.97E+07,5.42E+08,7.48E+08,3.70E+08,8.51E+07,1.91E+08,1.98E+08,1.05E+08,3.00E+07
4969800,994520,415040,0,1389700,0,151640,342280,5126300,1.05E+07,778650,0,0,0,158270,0
1.17E+07,1.36E+07,8.35E+07,6.49E+07,4.83E+07,6.44E+07,2.76E+07,6189200,1.44E+07,3621700,275370,3.05E+07,6.10E+07,3.93E+07,659870,6877300
1.62E+07,3525100,3.24E+07,1.14E+07,6604300,1.20E+07,5748700,3224000,1.75E+07,5.44E+07,9.66E+07,4.23E+07,9.52E+07,4.56E+07,3486700,2664200
2.23E+07,2.68E+08,3.09E+07,1.99E+07,1534400,1.84E+07,2578600,710240,4.48E+07,2.49E+07,9.56E+07,1.01E+07,7307700,2017300,4594000,4245400
2948900,5153000,983030,631970,421780,0,171580,211590,2202800,386050,5.17E+07,5946300,1.33E+07,1.29E+07,1289200,241790
0,57705,1704900,0,0,0,0,0,802920,0,1950000,0,0,0,0,0
2488600,0,0,431710,0,1775900,0,0,9441200,1629400,0,0,381610,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3325700,3428400,3420800,3667000,0
1.32E+08,5.85E+07,1.52E+08,1.23E+08,1.38E+08,9.90E+07,5.94E+07,2.03E+07,3.58E+08,1.73E+08,2.63E+08,9.86E+07,2.17E+08,1.28E+08,3.67E+07,1.13E+07
1.57E+09,1.35E+09,1.52E+09,1.05E+09,1.34E+09,1.18E+09,6.08E+08,2.13E+08,1.95E+09,2.96E+09,1.22E+09,9.26E+08,3.25E+09,1.33E+09,4.31E+08,2.14E+08
2.00E+07,2.84E+07,4.25E+07,3.73E+07,1.82E+07,2.58E+07,2.01E+07,3363900,970890,5.32E+07,1.07E+07,1398800,1.53E+07,1451500,111730,5756600
2955800,153850,5113100,1976700,1717700,825140,338770,346020,2798500,3204400,6969200,2679400,3355000,601070,399280,365330
1.81E+07,3.51E+07,3.88E+07,1.09E+07,1.09E+07,3115100,5468000,1736500,8.66E+07,6.19E+07,4.89E+07,8604100,2.49E+07,1.79E+07,3757900,1285700
6.91E+07,8249200,3.18E+07,2.81E+07,8.15E+07,1.18E+08,4207800,2.07E+07,7.89E+07,6.88E+07,3.85E+07,3.96E+07,1.33E+08,1.69E+08,3.13E+07,1.66E+07
0,806930,876520,508730,1149200,462330,334810,0,3215400,9791200,2539000,2234300,4089200,2907300,742450,246200
201280,0,1240500,989730,2571700,542620,127340,49380,1429200,1385800,95021,1236700,5152000,2740100,0,55339
0,0,0,0,0,0,109870,0,0,0,0,0,783740,449600,310850,0
4.18E+07,4.23E+07,2.65E+07,6719900,6950900,4988800,2962100,735280,3.12E+07,1.38E+07,3.13E+07,1.26E+07,1.63E+07,1.47E+07,6782100,652910
1859200,3745800,3613000,6673300,4554700,5332800,2447200,1332000,3043100,3547500,1.19E+07,9717100,3079300,2589800,861650,330920
9.27E+07,6.32E+07,1.54E+08,9.13E+07,2.43E+07,7.12E+07,1.91E+07,1.68E+07,1.86E+07,9.01E+07,2.40E+08,1.61E+08,1.67E+08,1.17E+08,1.60E+07,1.86E+07
0,0,1.40E+07,1201400,2056400,1.07E+07,987660,3959300,0,3277000,1.66E+07,4438100,1118100,2825400,0,318020
0,0,0,817500,0,0,0,0,100580,0,0,0,0,0,0,0
7.91E+08,7.67E+08,1.19E+09,4.76E+08,6.99E+08,5.24E+08,3.27E+08,2.64E+08,3.16E+09,2.71E+09,7.54E+08,2.42E+08,6.78E+08,4.84E+08,3.65E+08,1.96E+08
5266600,5027800,1.60E+07,4319700,2578600,4587300,3434600,1022500,1.61E+07,5214900,1.03E+07,3730500,7208600,2010400,3456900,353580
1494100,0,1046600,2857100,303830,2223300,154660,0,261740,0,0,0,4911400,3204300,124240,88095
1032600,998990,4517000,397270,0,345170,39741,25666,500560,0,2522100,506740,1042900,444500,32625,0
8.05E+07,5.62E+07,1.20E+08,1.24E+08,9.45E+07,5.74E+07,3.19E+07,2.12E+07,1.07E+08,1.45E+08,1.66E+08,1.34E+08,2.00E+08,1.73E+08,6.19E+07,2.83E+07
432960,0,611790,575950,1191800,621700,300040,42466,1857200,0,614850,419440,4580000,719510,0,0
9.21E+07,2.24E+07,2.42E+08,6.47E+07,1.31E+08,4.46E+07,3.88E+07,8008500,2.88E+08,4.59E+08,3.09E+08,3.24E+08,6.63E+08,4.38E+08,8029500,1.60E+07
6142300,1849300,1040800,1413500,690220,820030,652860,163380,3365300,3551800,1.96E+07,2174400,4120400,7030200,489130,475700
3616700,2.81E+07,7882200,7313500,6657900,7132400,755080,338210,1.16E+07,1.04E+07,5.14E+07,6.19E+07,2.61E+07,1.14E+07,245030,0
8.09E+07,4.32E+07,1.30E+07,7349600,6.70E+07,1.03E+07,4803000,2883200,2.82E+07,4224500,5009500,209290,0,0,0,0
0,0,1529800,3758000,1.24E+07,6141300,3463300,195210,4423500,0,0,0,0,0,0,0
715320,0,261760,0,0,0,0,0,538710,0,4273900,0,0,0,0,0
8012100,4460400,4642200,8743100,8986700,4875500,9024900,2098900,8148900,9509000,2097500,7593000,9346200,7891200,915320,99339
4.18E+07,1.14E+08,5.53E+07,1.01E+07,7955700,1.70E+07,2.14E+07,5592600,1.31E+08,1.16E+08,2.52E+08,4.16E+07,1.50E+08,511300,2.12E+07,1.80E+07
0,0,162090,0,281690,244930,0,0,754600,405330,66169,0,0,0,0,12354
4995700,5832800,5362800,0,31365,36430,167020,24419,564310,999400,1.07E+07,1855700,768270,533760,290310,0
2256800,760580,2726400,9053700,4661400,4840700,1.01E+07,2864500,3.33E+07,2.87E+07,9219400,1.73E+07,2.68E+07,3.33E+07,4961200,2259500
7568000,2225800,1465500,2853200,1.14E+07,533200,4976700,97668,1070500,0,0,0,0,0,0,1721200
2068900,4833600,2085500,1832400,3382500,2968800,4039500,388470,953530,399660,94232,66698,12726,752370,347880,102070
1036800,0,0,404400,588840,688520,489340,0,0,0,0,0,0,151630,0,0
0,0,0,273750,0,363160,242310,0,0,0,0,0,0,839700,797170,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3394500,0,0
0,0,168620,0,160470,0,0,0,566880,2582300,53233,46325,584180,3145300,2831200,0
104440,0,375110,0,685370,0,209890,0,1263300,5915100,727500,783500,3536100,2952500,2045200,0
3562200,1.17E+07,6.25E+07,4.96E+07,6.38E+07,5.53E+07,4.01E+07,9729600,5.35E+07,7.20E+07,3.31E+07,3.31E+07,3.19E+07,3.17E+07,2.25E+07,964810
1177200,3.19E+07,9430300,2.81E+07,8198900,1.67E+07,1.53E+07,2055400,1.60E+07,1.00E+07,1.51E+07,8634800,1.93E+07,9111900,0,293790
6065400,4885700,1.35E+07,2368500,9369100,5903800,6019000,549130,1.96E+07,7551000,1.87E+07,9841000,1.23E+07,1.64E+07,2082000,9107.2
363280,1675700,333530,0,0,0,0,0,1550800,7356200,1618200,0,0,0,0,0
0,0,0,1137900,0,0,0,0,0,0,0,108560,0,0,191250,0
8819000,1.65E+08,5819400,2832700,920540,5548200,863800,79331,2.00E+07,3766600,1.26E+08,9987800,3091400,1.20E+07,0,3527400
1.67E+07,1.54E+07,3.58E+07,1.12E+07,2.28E+07,0,1.08E+07,326730,2.49E+07,1.03E+07,4.79E+07,1.38E+07,3.69E+07,1.44E+07,973440,0
7.66E+07,5.55E+07,1.19E+08,7.93E+07,1.91E+08,3.39E+07,5.02E+07,6123500,1.50E+08,1.15E+08,1.13E+08,8.28E+07,1.17E+08,4.14E+07,9450600,5500400
334390,0,597430,704640,0,89877,0,640160,682420,7469700,483610,160910,0,0,0,371680
2821100,3322200,861860,0,0,0,0,0,2.44E+07,1.62E+07,3373800,0,0,1741700,0,677320
483790,0,0,0,270940,0,0,0,0,612240,333190,63770,185170,429710,77244,0
4.39E+08,4.91E+07,2.03E+08,9.23E+07,6.51E+07,1.21E+08,4.64E+07,3.29E+07,1.34E+09,4.32E+08,8.70E+08,4.64E+07,9.87E+07,6.36E+07,3.01E+07,7663300
4.26E+07,9758000,6.60E+07,8.91E+07,6.93E+07,4.57E+07,3.83E+07,1.51E+07,2.33E+07,0,0,2847000,435040,0,0,0
1334000,1047300,2327800,1708700,1943800,2245500,1499800,373750,4603400,2209900,842270,1905900,4676200,1.34E+07,153210,27667
1.05E+08,1.49E+08,1.32E+08,1.58E+08,1.10E+08,7.11E+07,8.21E+07,2.05E+07,1.92E+08,5.58E+08,2.95E+08,1.74E+08,2.83E+08,1.56E+08,9.02E+07,2.86E+07
2.55E+08,3.45E+08,2.84E+08,3.11E+08,2.04E+08,3.45E+08,1.69E+08,1.09E+08,4.19E+08,3.14E+08,6.45E+08,3.29E+08,3.64E+08,2.07E+08,1.57E+08,6.79E+07
0,5058000,2573200,1265100,0,309160,0,79104,1929300,1502200,0,0,0,0,0,0
5.60E+07,8.21E+07,3.11E+07,3.77E+07,4.69E+07,4.84E+07,1.62E+07,1.44E+07,4.86E+07,1.26E+07,9635000,2.36E+07,1.69E+07,2.79E+07,6814900,1272800
211430,660570,0,0,0,223210,0,0,534990,0,888250,0,389470,0,0,0
1.84E+07,2.72E+07,5.80E+07,2.54E+07,1.54E+07,1.75E+07,7948400,6204800,1.02E+08,1.49E+08,5.58E+07,5.51E+07,1.02E+08,1.53E+08,4.82E+07,1.11E+07
1.60E+07,2.61E+07,4.70E+07,2.15E+07,1.94E+07,2.78E+07,2.34E+07,5789300,4.58E+07,4.83E+07,6.36E+07,1.85E+07,3.46E+07,2.22E+07,1.48E+07,3286700
7390200,1.54E+08,2.28E+07,2099200,6171900,4731600,5063100,929400,1.32E+07,1.11E+07,1.33E+08,2.90E+07,6607600,1.15E+07,3193700,597850
0,3204900,0,0,0,0,0,0,0,0,1.38E+07,0,0,0,0,0
0,808400,0,1108500,0,0,0,0,0,0,4798100,0,0,0,0,0
4.86E+07,2.19E+07,4.95E+07,1.85E+07,3.71E+07,1.37E+07,1.98E+07,1873600,2.04E+08,7.94E+07,3.97E+07,3.81E+07,5.00E+07,6.38E+07,1.01E+07,8054000
107580,3003200,4555300,1286200,1514200,701240,479090,12507,2768400,1465500,1070500,370960,2121600,610620,0,0
2.44E+07,2.34E+07,3.49E+07,4.30E+07,1.71E+07,3.25E+07,8411500,2434100,3.14E+07,3.20E+07,1.18E+07,2542200,5048000,3660000,839190,535250
0,0,0,0,0,0,783240,0,0,0,1423200,0,2044500,5437500,108470,0
1.77E+09,1.81E+09,1.01E+09,1.20E+09,8.78E+08,9.11E+08,6.36E+08,2.75E+08,1.22E+09,1.15E+09,3.13E+09,1.62E+09,1.96E+09,4.33E+08,2.28E+08,2.06E+08
0,0,0,3151200,1393500,2702300,2518300,978040,0,0,0,4357600,1704500,1328100,501000,0
1.32E+07,4543900,1.47E+07,7.01E+07,4.54E+07,1.21E+07,5283300,3066400,1.55E+08,8725200,1.98E+07,2.69E+07,2.28E+07,1.21E+08,4780200,1.55E+07
0,0,0,0,0,0,0,0,0,396750,7413100,2291000,0,1087000,0,131410
2.98E+07,1.01E+08,1.34E+08,2.50E+07,3.05E+07,3.20E+07,3.57E+07,1.48E+07,2.92E+08,0,8.35E+07,2.62E+07,3.58E+07,8.01E+07,1.07E+07,1.37E+07
0,5368600,184740,0,0,1779400,1809200,0,0,0,344060,0,0,0,0,0
3.26E+07,2.63E+07,6.16E+07,1.83E+08,5.79E+07,1.30E+07,2601300,1206200,3.46E+07,1.33E+07,4.10E+07,2.56E+07,3.90E+07,1.13E+07,3458600,0
1.05E+09,4.95E+08,7.84E+08,5.53E+08,6.62E+08,5.55E+08,2.24E+08,1.75E+08,9.78E+08,6.00E+08,4.34E+08,1.71E+08,1.16E+08,2.40E+08,1.99E+08,3.67E+07
3.12E+07,6.71E+07,6.04E+07,6.65E+07,1.25E+08,8.24E+07,6.33E+07,2.08E+07,1.45E+08,1.50E+08,4.77E+07,7.77E+07,9.46E+07,9.85E+07,2.64E+07,1.94E+07
4.30E+07,8668800,9837400,1.13E+07,3.40E+07,2.45E+07,1.40E+07,2614600,8603800,1546100,1262500,2054200,9072100,2644300,4379600,488270
236950,1961100,305640,40190,0,149010,17515,3026000,6736700,6620800,1122200,0,0,0,0,0
423630,0,155660,5551700,2363200,4666000,5243900,1244300,0,0,1673200,1.10E+07,1.50E+07,1.06E+07,2299200,651620
7.54E+07,3.88E+07,6.14E+07,7.49E+07,8.79E+07,5.83E+07,3.18E+07,1.30E+07,9.73E+07,3.53E+07,2.72E+07,1.97E+07,1.68E+07,1.70E+07,2.12E+07,3097900
2.63E+08,8.29E+07,1.88E+08,1.57E+08,1.94E+08,1.52E+08,8.67E+07,5.06E+07,2.60E+08,9.69E+07,4.44E+07,5.51E+07,6.57E+07,6.42E+07,3.24E+07,1299200
0,300240,0,0,651580,0,0,11035,1312800,0,0,0,846400,563480,2.59E+07,14638
