1_Control,3_Control,5_Control,7_Control,8_Control,9_Control,11_Control,15_Control,19_Control,20_Control,23_Control,25_Control,26_Control,28_Control,29_Control,31_Control,33_Control,34_Control,39_Control,40_Control,42_Control,43_Control,44_Control,45_Control,46_Control,48_Control,50_Control,51_Control,52_Control,53_Control,54_Control,2_T1D,4_T1D,6_T1D,10_T1D,12_T1D,13_T1D,14_T1D,16_T1D,17_T1D,18_T1D,21_T1D,22_T1D,24_T1D,27_T1D,30_T1D,32_T1D,35_T1D,36_T1D,37_T1D,38_T1D,41_T1D,47_T1D,49_T1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65087,57422,49489,29528,53641,50771,24118,30189,65375,34648,58668,36836,41683,25660,77339,75489,66680,66193,50421,46117,44969,33127,76508,55802,117010,95936,37374,40395,54542,74414,99849,68305,71202,36344,67310,55856,41930,29945,51518,49010,35605,46216,31927,62294,49437,58362,78176,44666,71324,46667,34736,50331,61323,75071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152957,97075,103936,119567,126453,160246,121923,149377,105953,93721,158890,157489,255101,131353,279028,370217,128503,412431,193540,193840,219890,257610,238499,242171,195099,198022,243605,189821,201458,213948,124499,102749,97175,126327,184581,122951,248383,113738,328156,248086,134771,167181,103756,250694,198019,174082,112409,108919,305583,256160,254711,180915,216875,205281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27210,30240,24633,18111,28183,25473,9900,31414,32984,28444,40559,29075,37990,45106,52668,52274,27874,27701,19983,30412,15962,23528,29583,45820,29269,13443,13927,17641,21340,16277,20073,29021,26791,14991,32378,18395,27811,27516,26798,45571,32368,37675,24733,22987,25773,31015,24571,26631,24705,33422,22145,20439,19221,13093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175,2759,3977,6778,2410,3063,10325,9625,3471,6703,4135,4490,7384,2197,3782,2637,8135,9190,2700,31589,4447,4911,3028,3178,1479,4874,4479,1168,1339,5372,3024,2436,2941,7476,5073,1799,4339,6919,10124,4771,9564,5645,2252,3445,4963,5322,2377,1599,5514,1897,6741,4558,1760,5450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58436872,68954915,77694151,75524432,77660816,74265088,60316213,79090302,75680714,56805391,64085987,68118270,74052962,67784450,79597944,122947548,71352266,67549170,68992668,67088087,69658381,53317439,65584070,53344823,70080189,86514415,74690114,96690864,79493565,76607657,69753628,76325434,62431730,74843734,85042377,68155378,63436548,92148622,92955040,61767636,74433627,52496477,83037463,59676490,63407707,94108036,99785209,56626031,64631265,88791700,72488091,60394972,60648635,55073874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79596,42797,31693,45584,30673,36544,56431,57671,44414,53871,55465,51726,70383,59493,94373,51554,47448,53590,42349,44716,44130,50050,44528,62265,65168,59968,50859,46408,36640,47033,56811,32883,38685,41789,44471,60937,43562,29812,45265,86706,52192,45308,57877,124017,60511,54384,46481,38200,27522,52929,53589,48127,99126,40930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9797,31787,25231,28709,34406,19593,39273,37037,33559,22043,16288,22447,17615,27328,15599,20325,27493,2355,37763,1617,1921,55124,34680,112292,20594,34480,1590,3495,20116,127763,40294,37778,22798,17308,9382,8076,8362,19341,20452,11302,4777,18315,57813,3106,14708,35828,38537,76681,10831,78441,26403,55537,4038,19412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186983,173084,236457,190176,199590,182908,187135,207073,273260,199310,225011,219792,299663,214977,298702,386035,147925,223224,222048,160778,205182,225207,281681,303488,262986,217728,198890,288478,207017,212543,205456,234277,217670,165869,317201,195983,254449,167494,366723,278958,212363,206659,372062,184216,146306,252396,220537,176337,226552,228480,233285,160223,232491,165370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3865997,3984530,3611165,3944389,3644622,3765689,2432887,3329848,3700629,2662195,3797083,2254233,2716157,3580506,3894880,4131111,4452510,4284994,3801682,4104005,5285453,4046938,4221614,4415642,3627806,3172287,2962046,3464641,3250025,3769299,3927879,4734885,5181645,3483044,4660023,3050831,2685414,2535306,4157003,3524905,2909959,3157252,3102773,3005182,2958330,4347715,6026975,4113588,3799715,3528781,4753602,3243584,2850498,2966970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135115,190721,189631,115045,195014,137092,102842,182062,269782,218236,230696,259415,225110,358291,183187,515270,337695,123207,1342553,284009,183698,345070,300894,258309,245633,152380,145659,262285,290593,210685,304774,193669,190743,122663,191864,286624,154434,213626,187278,360498,310430,235184,370906,280434,212087,343308,214529,230463,155143,219692,186451,289513,303213,149559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28414,8352,18162,42327,12463,23104,39491,46743,12738,38058,38112,14440,34840,9661,26079,13323,62327,47793,19981,49581,38569,12747,26780,7829,7679,48686,36212,14981,12271,7938,8474,11405,8286,43931,24408,19331,24505,20936,23963,14142,32249,30390,16941,32414,31347,16843,7848,7233,43189,9169,45913,18642,22359,43453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,2136,4159,3711,4413,4303,2567,2127,9165,5024,2591,5981,3325,8743,3255,6629,2753,3277,2268,1770,2562,4565,11894,4985,3912,4349,40618,5769,4611,3095,131667,2284,3763,3880,5538,9045,5664,5041,2228,15078,13059,4130,11816,5217,3162,7781,8997,3461,932,2732,1566,788,14704,7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508950,458046,687266,513114,495971,534224,610368,543695,1038562,723417,528309,781355,784647,909594,931428,1215328,436237,670087,636328,394705,500546,728897,889599,1114366,886539,572269,720935,906602,628794,824233,906283,519565,501775,444304,682282,649709,666769,530183,667979,1022654,728825,701213,866581,664467,579074,853786,774965,641144,547270,836691,608748,850546,936812,593992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189358,153796,204337,139486,170456,138335,136899,210751,268999,207775,254451,216562,319499,215281,330487,309884,116155,233160,230542,224243,194171,211636,275163,337875,216583,207926,207982,259708,271619,248717,199109,175005,213103,157329,241348,177893,228468,223163,268648,222855,317870,204584,275147,199761,215077,275916,178320,183933,266857,198964,207437,180641,209830,160520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236664,267580,245004,238785,256768,235670,279354,271618,273786,229570,301718,271575,265656,186722,219573,169876,176679,311048,250560,149072,176490,189715,167008,194386,308674,357089,134420,430962,463702,332009,515942,291016,276315,231800,252861,206796,267444,250087,289564,285305,202100,244211,241620,233586,196606,205496,259222,279756,264994,254659,257198,253835,435630,110084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462582,939109,498492,431232,892424,596590,284502,518847,698572,359445,546024,478235,303790,685860,452263,472402,456381,278454,372815,359146,361413,463125,398608,809868,835047,416293,359419,623808,630120,548833,979814,1050391,1128666,344021,574774,672597,417249,416224,363305,464650,425091,347398,676370,376640,366353,455896,1084039,657962,329475,718068,281808,436048,373529,393032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9516,21360,10348,8362,15802,8403,5922,8198,15229,5448,12943,8725,11133,18263,10699,10084,10991,7274,10965,15055,7322,6920,14637,11145,10755,5635,5796,13723,9813,6843,7569,22774,22614,4856,12669,14726,8964,12780,6493,9600,5349,7761,12580,5368,7743,8402,18862,13957,10577,21219,7073,4845,8228,4485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435171,544290,521473,427917,581064,519097,391692,457614,610448,461613,556469,569215,567298,632102,625642,727116,407502,482162,473383,223760,402043,492567,563024,647667,622781,567953,530765,596306,640796,477347,765123,655652,625315,441674,559662,617344,524731,284403,619928,683694,347114,479575,658484,488083,395959,563337,624581,642874,474405,680368,432662,447396,469267,433377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14728,20563,13701,9767,17317,14214,7796,12102,25364,11683,21497,11206,9939,23865,20136,15365,11334,9811,13172,14311,8749,17265,14351,21115,27982,7927,7717,18964,18804,15825,16932,21867,20184,6198,15127,24147,12377,12291,9556,19295,12045,13924,18502,18940,10282,14890,17949,15936,9990,17339,8274,14077,29050,6958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11843,7876,8036,7366,14856,9918,3709,5199,19476,6011,7085,7247,11917,8648,13290,20890,2949,7516,7024,7394,6404,10903,11292,15969,11499,5265,6176,12692,10708,8344,6189,10012,11026,3907,17061,10079,19420,10102,9285,15198,5601,5602,14487,9032,6779,7134,6265,6509,7147,12201,6268,5032,12480,3797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6370907,6786625,5254669,6213575,7121259,5750088,6562144,6546110,7970057,6992726,7917829,5984788,5626666,6727451,6137491,5303616,8267145,6145317,5203333,6100643,6305953,4882219,8213468,6798558,8292372,6810631,8643953,7942734,7700241,7265760,9659068,7866520,8983716,5817811,7182270,6080381,5858429,6014268,5854506,5943860,6896246,5822926,5116905,9377689,5412508,6703422,9302601,6521640,7022961,7127610,6095157,7509492,5763163,7696085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,97,112,159,122,60,376,252,88,256,56,228,140,0,26,1536,807,2490,48991,56,783,24,207,459,396,317,68,1877,45,423,0,19,86,222,128,412,13,103,256,0,524,59,220,1136,3503,210,79,2503,130,135,64,95,288,2644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5990,6671,4130,2096,4569,3347,2409,9197,7975,2953,6230,3451,4613,5590,5369,6028,5360,3416,3739,5017,4162,5407,6099,9583,7986,3601,3710,6864,6617,10313,6626,9927,9052,2350,5837,7075,4527,5440,3489,3802,2439,2745,8577,2151,3697,5558,12131,6083,5070,6092,4791,6787,5917,3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470078,908962,642989,555237,884864,721084,529638,608067,754184,552665,650829,598335,636958,860778,580148,892846,570943,495321,551423,527157,463372,879867,571273,988347,784849,668003,485580,1331417,1086823,1045714,1005615,932777,1003415,477247,675232,846294,686383,615816,639399,897471,599470,629909,838428,516873,421720,527507,884928,1013295,555143,983314,513931,645616,917599,472113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10525,12310,13796,11656,9419,13853,10449,15269,14206,13845,14380,16046,16551,13497,11058,21464,7943,13695,10637,7411,10839,24039,12125,13164,13135,13522,13779,11189,14349,14340,18142,9332,10719,10622,14244,11218,13124,12332,14583,18325,10196,14433,36051,12607,9148,12315,10228,10055,11319,13387,14036,10488,26695,10397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52206,63478,43015,53630,62746,45413,43906,66929,58007,46460,60748,38764,42149,49366,50782,46394,59362,40342,33234,58019,36843,36137,51746,52466,63477,42675,42606,57494,50730,52827,52251,68701,72282,49851,56165,46081,46678,52277,43703,50553,48559,40786,52635,45376,48432,46529,68487,42225,49192,47841,36829,31932,54064,47041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124382,955433,2912303,2339428,1577924,2409333,3018382,2513157,4354654,3100152,1429082,4507309,4855204,2236029,3481716,5646516,664976,2388325,2754770,600133,1331667,4129610,1946370,2484431,1722776,2606993,25182,4792408,3418805,3272487,3034980,1241553,700337,1864370,1841094,1184618,2812477,1206829,5120157,3990024,1089651,2768007,3649006,1029631,1576825,3496776,1371491,1866613,1450559,2286275,2895576,4519161,2846445,1614115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43118,9439,26405,24022,28352,18517,15156,20423,64290,28320,40764,35144,46371,40028,33782,50783,24376,40941,26711,26486,20216,25735,41195,35639,94358,42651,30656,40316,25966,28723,38698,17386,20006,17134,24379,59465,43333,16623,21998,42610,45295,29993,41903,66290,47471,24661,22879,34516,25538,31111,20753,31140,76315,24377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14026,27344,22458,11070,25970,22260,16145,20988,22054,21517,25277,24840,29406,31883,41188,22256,24409,19952,22967,35673,16808,24895,28452,37875,47892,32769,13704,50130,59906,36415,43010,26023,26627,20132,26161,20850,26058,23513,27454,32009,23508,23744,19650,23086,20456,24737,47284,25999,25955,31303,26725,25103,42117,20372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14177,11028,6930,9804,12906,10458,4468,5886,6282,4678,17846,6351,6679,13407,7737,7016,11654,10970,8279,11152,9690,10319,9890,9987,14958,12926,11391,8105,19645,15608,17122,14441,9907,7903,7183,10463,10046,8161,7581,6123,9726,9400,7303,14875,20202,5585,13327,11951,12847,7593,7199,12948,6554,15990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25874,47867,28813,31447,43495,24204,32988,53987,40715,56184,48258,29376,34646,41482,37816,35620,45361,34494,27560,23267,36799,18951,33365,42105,47204,38048,31011,40990,39008,29589,41510,45526,53663,25048,33082,48725,23830,32198,26960,44535,23399,42508,43945,26876,31611,44671,56676,35000,29550,47755,37049,25237,36204,30117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227876,246876,226816,168751,245247,191446,158625,218477,311909,261635,316600,234509,248560,311725,274291,312909,210069,155875,335432,238089,187203,199554,224312,345579,344894,208099,173571,265920,306413,208872,313590,253469,317727,152036,254470,245644,225132,235690,193903,338467,253988,258246,358041,262077,222650,244715,331991,252645,196152,249415,147297,200368,282720,168568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5464,7421,5785,3247,6170,4740,3900,4553,7831,4755,9019,5930,5280,10582,6298,10432,6835,5545,15178,16487,8009,7059,10308,11004,14208,7278,6509,10539,11916,8300,12508,9547,9337,3939,6954,12992,7612,6230,4821,9571,5581,6365,13099,12504,6290,5114,8324,7592,4953,7352,5019,6849,20066,5256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140500,144202,128992,111688,142499,126780,90418,88999,116936,84427,123454,109127,103796,103590,123795,126754,101318,96858,99449,103074,88036,86134,96881,103759,151343,122530,43794,161620,152981,117293,166100,162145,159627,106657,140697,125351,139355,106476,93972,121026,110392,105076,59323,120077,97535,106363,103839,113497,101187,104619,94235,133004,87909,102885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182818,160337,156110,142330,217751,161400,142108,153263,255927,134407,222953,169808,194539,198020,220699,274990,168111,212725,163218,205230,163166,186409,236423,170630,341210,228204,143582,374792,320459,230705,335930,217909,245095,108359,195704,217049,198688,119067,164303,270709,131716,157660,206642,223184,158775,191360,230307,207452,207300,248288,150509,246675,481468,213965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659582,1062567,1069176,1388651,954525,928368,1165962,1025572,1857193,1893416,1350088,1565218,1627444,1347526,1607057,2196861,1107635,1195776,1021271,1092853,1125084,1339109,1461601,1645154,1807375,1227721,1961766,1229996,1090769,977560,1562819,1426010,1019289,994967,1240992,1258764,1428383,1103014,1320379,1664957,1001497,1179862,1553612,939797,1802263,1517894,1395216,1058454,2192008,1900626,1884118,764760,1724461,1112618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882820,1171080,770289,894927,1122016,901534,867441,1049011,1133295,805713,1353727,772365,848088,832528,936073,800424,1264376,1082736,694374,897611,741780,786575,990666,992589,1289586,945293,633219,999926,879997,1065103,956042,1342988,1440132,755917,823061,931626,778968,788441,846619,803776,739529,818338,984171,773159,954909,994343,1718250,941565,1104534,1098258,817283,877174,636218,922154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146644,109954,95198,125949,103329,108286,116634,157941,131859,133460,242771,120722,161904,110028,184391,108397,183848,158263,110130,100170,119679,129952,151044,122840,131961,123308,122201,114816,101729,129023,111639,148421,138505,122913,127963,92349,151709,90229,153083,149570,114922,130298,100280,134860,115924,132632,200772,119165,196829,105076,141800,124777,92186,112682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25041,66779,13622,14240,34736,13296,22096,13505,25193,17265,20786,25665,16995,25647,10089,73111,54489,27843,83123,694967,57057,14816,30457,220854,87436,15135,2365,74323,223878,33603,19421,34516,91392,11908,49739,61487,27707,37984,8829,33525,98092,13776,23243,132163,68068,11254,13100,86160,10875,16308,8811,48513,286596,8130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37735,73350,44846,38533,61351,47738,24165,49635,36042,42855,42517,55633,38545,102519,53920,53488,46119,39590,39496,48583,29168,60252,40471,73341,65196,33794,35718,54404,53085,49761,50403,65472,79968,30137,41254,62678,28745,57456,30385,42630,42126,40608,94602,33717,51945,57388,77221,62405,29186,79373,30536,39852,40430,30477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34694,62691,51119,37384,57303,40461,29438,28622,49837,65400,64640,45469,43450,51481,44916,28401,16955,13981,7562,9076,11293,11415,11498,18742,34952,8164,8425,12836,13720,4423,60972,64533,64640,29897,37155,46250,34070,34821,24643,49208,22169,50353,45101,15695,22238,28709,43496,15067,12326,16761,7993,7603,5766,7023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100,12397,15426,17954,21987,13980,11657,14485,26461,15922,14864,15435,19623,13677,20061,26958,16889,23151,12605,12676,16536,8789,22049,22908,21837,14015,13028,16846,18867,16522,9279,12102,19615,11894,21490,13675,19035,14973,13362,21211,89901,12366,24000,11790,16130,18970,15099,14110,19993,12101,11445,7559,16537,9559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357398,226186,242778,259756,276302,215642,147131,237226,237808,100184,157143,163400,196858,313816,268704,333758,200263,196483,357876,369855,268383,341198,323540,409806,493033,352232,396582,528521,554475,353973,676637,299092,244967,136300,334073,329594,372817,331709,221705,198733,255308,119095,241503,366898,275945,274413,329968,356555,179019,486650,247487,349175,742845,247833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320100,123401,202703,188821,183729,203113,126952,175688,208439,104131,189048,200594,204779,255920,410992,645446,214622,343113,181069,151343,238165,313775,297130,249881,492744,149123,661181,231279,184693,188985,175650,148728,167762,192657,240952,210459,360960,172570,252465,268516,206969,171048,174035,386484,252940,264938,183695,137911,129462,426219,146686,185674,466796,407375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179863,51061,30751,33560,44085,44191,26334,63220,38743,34552,68425,38371,63223,58731,62357,69136,52344,89429,45586,37317,32756,53893,36213,41922,121816,72606,100413,742515,74327,375454,125201,63919,42962,36078,49130,80875,73467,41529,37142,69923,52416,48264,45514,334302,56996,42108,85295,27835,54936,95179,31074,41617,815554,51559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330500,530730,440260,371310,471889,503016,291172,354260,540246,317098,502784,434918,326267,521000,374869,512649,396185,251539,271702,479944,279098,498346,425258,551723,738836,575136,569559,568569,363261,463851,695022,633285,596462,283375,415594,553779,423280,334117,323899,608104,398683,435966,518650,510960,372287,433040,668398,383513,324852,454106,252434,325673,579785,424173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25127,39514,14688,20371,30646,19443,31403,20573,18283,32826,24835,20468,32474,38879,27208,20749,50813,49276,31748,59343,37918,9837,25588,44809,69776,31148,29582,35432,35358,24500,44351,37188,53721,23941,18879,33422,18640,20648,34567,17237,24023,19293,60465,15943,18972,26921,32186,49449,53636,27666,40275,13684,78989,33836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197285,201985,187562,171334,221450,198817,165832,171582,236645,201844,226806,202384,189678,263497,255741,316026,182701,187242,171585,225284,168311,175767,216639,273742,435154,285112,247062,303859,284243,201583,552936,203902,240749,156580,220049,252053,224607,229095,208146,248108,173330,203420,307302,217160,197159,233644,280644,272728,165906,229934,138882,201387,447929,271259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499,6489,3576,3652,6245,4731,3408,9905,10835,10076,10212,10509,14420,7709,13710,16356,6816,10932,6982,7427,6180,9643,10056,14771,7244,4216,4621,5606,9050,8023,7951,6432,5943,2142,7469,5713,6460,5520,10206,18091,9996,10839,11357,9915,6453,9537,5877,6494,7785,10023,8284,9282,9804,3254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73721,112351,63940,60828,80471,67626,70463,63378,55562,48376,53992,46156,50821,72534,70808,88266,56319,66669,1104982,193030,135004,120567,97634,188687,52157,38930,41864,208665,69267,69126,47463,101012,132432,57015,62363,87891,58256,67451,63076,57111,55326,47153,183706,63201,47265,85350,111974,231956,96159,151211,87076,53853,96903,38879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,315,558,108,170,138,197,108,233,54,93,615,84,150,138,517,86,32,28976,83,1760,295,161,203,309,287,1100,2788,121,828,1753,233,445,20,880,687,82,1915,250,107,246,298,282,670,319,274,159,1916,154,90,71,500,1281,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681012,888552,776105,823981,1054569,693362,875373,675823,972727,692989,862637,905095,765236,1262085,552094,643360,878987,514028,674038,793038,775052,986188,937616,1167160,1856738,1510348,485075,1239540,1256355,916885,1943028,1144208,894111,819579,698508,1458404,1032505,862091,932023,774488,814930,775729,1259562,726680,859757,628230,1228516,921398,659506,1098845,595773,472385,1150227,1127187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
